taxid,lineage,parent_taxid,species,no rank,genus,family,order,class,phylum,clade,superkingdom,species group,subclass,superfamily,superorder,infraclass,kingdom,subphylum,strain,subspecies,suborder,subfamily,subkingdom,section,subgenus,tribe,species subgroup
429,"[429, 403, 135618, 1236, 1224, 2, 131567, 1]",403,,root,methylobacter,methylococcaceae,methylococcales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
561,"[561, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,root,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,shigella sp.,root,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
239759,"[239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171550,,root,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,root,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
40519,"[40519, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus callidus,root,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
40518,"[40518, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus bromii,root,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,root,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
543311,"[543311, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,root,parvimonas,peptoniphilaceae,tissierellales,tissierellia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1262,"[1262, 2652281, 1257, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2652281,peptostreptococcus sp.,root,peptostreptococcus,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
47293,"[47293, 2652277, 2050, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2652277,mobiluncus sp.,root,mobiluncus,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
128827,"[128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",526525,,root,,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
616,"[616, 2647522, 613, 1903411, 91347, 1236, 1224, 2, 131567, 1]",2647522,serratia sp. (in: enterobacteria),root,serratia,yersiniaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
229037,"[229037, 257482, 583, 1903414, 91347, 1236, 1224, 2, 131567, 1]",257482,proteus sp. (in: enterobacteria),root,proteus,morganellaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
638847,"[638847, 3029088, 649776, 649775, 508458, 2, 131567, 1]",3029088,,root,pyramidobacter,dethiosulfovibrionaceae,synergistales,synergistia,synergistota,,bacteria,,,,,,,,,,,,,,,,
52228,"[52228, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,root,hallella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
409,"[409, 2615210, 407, 119045, 356, 28211, 1224, 2, 131567, 1]",2615210,methylobacterium sp.,root,methylobacterium,methylobacteriaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
970,"[970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,root,selenomonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
2108,"[2108, 2683645, 2093, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2683645,mycoplasma sp.,root,mycoplasma,mycoplasmataceae,mycoplasmatales,mollicutes,mycoplasmatota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
43996,"[43996, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,catonella,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
416916,"[416916, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,aggregatibacter,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
29387,"[29387, 91994, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",91994,staphylococcus sp.,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
166,"[166, 2638727, 157, 2845253, 136, 203692, 203691, 2, 131567, 1]",2638727,treponema sp.,root,treponema,treponemataceae,spirochaetales,spirochaetia,spirochaetota,,bacteria,,,,,,,,,,,,,,,,
479,"[479, 2685852, 475, 468, 2887326, 1236, 1224, 2, 131567, 1]",2685852,moraxella sp.,root,moraxella,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
44737,"[44737, 2640652, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2640652,capnocytophaga sp.,root,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
218,"[218, 2593540, 209, 72293, 213849, 3031852, 29547, 2, 131567, 1]",2593540,helicobacter sp.,root,helicobacter,helicobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria,,,,,,,,,,,,,,,,
93217,"[93217, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,root,pandoraea,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
76631,"[76631, 2608917, 46123, 186827, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608917,abiotrophia sp.,root,abiotrophia,aerococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,root,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,root,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
647,"[647, 257493, 642, 84642, 135624, 1236, 1224, 2, 131567, 1]",257493,aeromonas sp.,root,aeromonas,aeromonadaceae,aeromonadales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
416555,"[416555, 335382, 455493, 455492, 455491, 1239, 1783272, 2, 131567, 1]",335382,thermolithobacter ferrireducens,root,thermolithobacter,thermolithobacteraceae,thermolithobacterales,thermolithobacteria,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
75984,"[75984, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,mannheimia,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
457830,"[457830, 457829, 114952, 61346, 278205, 2908833, 2785015, 735337, 6599, 2785011, 6544, 6447, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]",457829,lyrodus pedicellatus,root,lyrodus,teredinidae,myida,bivalvia,mollusca,opisthokonta,eukaryota,,autobranchia,pholadoidea,imparidentia,euheterodonta,metazoa,,,,,,,,,,
916,"[916, 914, 206379, 32003, 28216, 1224, 2, 131567, 1]",914,nitrosomonas eutropha,root,nitrosomonas,nitrosomonadaceae,nitrosomonadales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
6591,"[6591, 6589, 6588, 106229, 6580, 2908833, 2785015, 735337, 6599, 2785011, 6544, 6447, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]",6589,calyptogena magnifica,root,calyptogena,vesicomyidae,venerida,bivalvia,mollusca,opisthokonta,eukaryota,,autobranchia,glossoidea,imparidentia,euheterodonta,metazoa,,,,,,,,,,
177412,"[177412, 177411, 203557, 48461, 203494, 74201, 1783257, 2, 131567, 1]",177411,fucophilus fucoidanolyticus,root,fucophilus,verrucomicrobiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria,,,,,,,,,,,,,,,,
37915,"[37915, 37914, 85029, 85007, 1760, 201174, 1783272, 2, 131567, 1]",37914,dietzia maris,root,dietzia,dietziaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1488,"[1488, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1485,clostridium acetobutylicum,root,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1685,"[1685, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium breve,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
2420,"[2420, 1643950, 2419, 188708, 200918, 2, 131567, 1]",1643950,,root,thermosipho,fervidobacteriaceae,thermotogales,thermotogae,thermotogota,,bacteria,,,,,,,,,,,,,,,,
39765,"[39765, 28884, 135616, 72273, 1236, 1224, 2, 131567, 1]",28884,hydrogenovibrio crunogenus,root,hydrogenovibrio,piscirickettsiaceae,thiotrichales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
341027,"[341027, 2609468, 28453, 84566, 200666, 117747, 976, 68336, 1783270, 2, 131567, 1]",2609468,sphingobacterium sp.,root,sphingobacterium,sphingobacteriaceae,sphingobacteriales,sphingobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
89966,"[89966, 1853232, 768507, 768503, 976, 68336, 1783270, 2, 131567, 1]",1853232,,root,hymenobacter,hymenobacteraceae,cytophagales,cytophagia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
137816,"[137816, 159191, 1892259, 1161, 3028117, 1117, 1798711, 1783272, 2, 131567, 1]",159191,nodularia sphaerocarpa,root,nodularia,aphanizomenonaceae,nostocales,cyanophyceae,cyanobacteriota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
212365,"[212365, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium porcinum,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1680,"[1680, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium adolescentis,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
51498,"[51498, 51497, 91826, 41945, 71274, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]",51497,mitrastemon yamamotoi,root,mitrastemon,mitrastemonaceae,ericales,magnoliopsida,streptophyta,embryophyta,eukaryota,,,,,,viridiplantae,streptophytina,,,,,,,,,
120580,"[120580, 2733, 543349, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2733,symbiobacterium toebii,root,symbiobacterium,symbiobacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
266812,"[266812, 2709685, 41297, 204457, 28211, 1224, 2, 131567, 1]",2709685,parasphingorhabdus flavimaris,root,parasphingorhabdus,sphingomonadaceae,sphingomonadales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
38289,"[38289, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium jeikeium,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1313,"[1313, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus pneumoniae,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
573,"[573, 570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",570,klebsiella pneumoniae,root,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
287,"[287, 136841, 286, 135621, 72274, 1236, 1224, 2, 131567, 1]",136841,pseudomonas aeruginosa,root,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria,pseudomonas aeruginosa group,,,,,,,,,,,,,,,
244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1409,"[1409, 185979, 1386, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",185979,bacillus sp. (in: firmicutes),root,bacillus,bacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
698776,"[698776, 3018741, 186802, 186801, 1239, 1783272, 2, 131567, 1]",3018741,,root,cellulosilyticum,cellulosilyticaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
990721,"[990721, 990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",990719,,root,christensenella,christensenellaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
544,"[544, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,root,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,desulfovibrio sp.,root,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria,,,,,,,,,,,,,,,,
42895,"[42895, 2608935, 547, 543, 91347, 1236, 1224, 2, 131567, 1]",2608935,enterobacter sp.,root,enterobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,eubacterium sp.,root,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
61170,"[61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,root,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
283168,"[283168, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,root,odoribacter,odoribacteraceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,root,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1017280,"[1017280, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,pseudoflavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,root,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1266,"[1266, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,root,sarcina,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
292632,"[292632, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,subdoligranulum,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
191303,"[191303, 2810281, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810281,,root,turicibacter,turicibacteraceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,root,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,enterococcus sp.,root,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
561,"[561, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,root,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
871665,"[871665, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia faecis,root,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
360807,"[360807, 841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",841,roseburia inulinivorans,root,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
33039,"[33039, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] torques,root,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
460384,"[460384, 2719313, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2719313,enterocloster lavalensis,root,enterocloster,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
820,"[820, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides uniformis,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
626937,"[626937, 990721, 990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",990721,christensenella minuta,root,christensenella,christensenellaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
61171,"[61171, 61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",61170,holdemania filiformis,root,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
290055,"[290055, 2005359, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2005359,faecalicatena fissicatena,root,faecalicatena,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
292800,"[292800, 946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",946234,flavonifractor plautii,root,flavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
28117,"[28117, 239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",239759,alistipes putredinis,root,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1537,"[1537, 1501226, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1501226,romboutsia lituseburensis,root,romboutsia,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
