disease,biospecimen_samples,taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom,qualifier
generalized anxiety disorder,faeces,39491,"[39491, 1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1766253,Agathobacter_rectalis,agathobacter,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,40544,"[40544, 995019, 80840, 28216, 1224, 2, 131567, 1]",995019,,sutterella,sutterellaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
generalized anxiety disorder,faeces,28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnospira,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,580596,"[580596, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,butyricicoccus,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,976,"[976, 68336, 1783270, 2, 131567, 1]",68336,,,,,,Bacteroidota,fcb group,bacteria,elevated
generalized anxiety disorder,faeces,33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,Mediterraneibacter_gnavus,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
generalized anxiety disorder,faeces,68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,Fusobacterium_sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,elevated
short bowel syndrome,faeces,102106,"[102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84107,,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
short bowel syndrome,faeces,216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
short bowel syndrome,faeces,572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
short bowel syndrome,faeces,906,"[906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,megasphaera,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
short bowel syndrome,faeces,1827,"[1827, 85025, 85007, 1760, 201174, 1783272, 2, 131567, 1]",85025,,rhodococcus,nocardiaceae,mycobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
short bowel syndrome,faeces,469,"[469, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,acinetobacter,moraxellaceae,moraxellales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
short bowel syndrome,faeces,29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,veillonella,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
short bowel syndrome,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
short bowel syndrome,faeces,625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,Shigella_sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
type 2 diabetes,faeces,41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,Bifidobacterium_sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
type 2 diabetes,faeces,1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,Lactobacillus_sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
multiple sclerosis,faeces,1304,"[1304, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,Streptococcus_salivarius,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
multiple sclerosis,faeces,1318,"[1318, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,Streptococcus_parasanguinis,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
multiple sclerosis,faeces,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
multiple sclerosis,faeces,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
multiple sclerosis,faeces,216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
generalized anxiety disorder,faeces,39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,dialister,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,290054,"[290054, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1730,Eubacterium_coprostanoligenes,eubacterium,eubacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,292632,"[292632, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,subdoligranulum,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,158846,"[158846, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,megamonas,selenomonadaceae,selenomonadales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,1766253,"[1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,agathobacter,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,2005473,"[2005473, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,muribaculaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
generalized anxiety disorder,faeces,33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,1522,"[1522, 3025755, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",3025755,[clostridium]_innocuum,thomasclavelia,coprobacillaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,32199,"[32199, 1903409, 91347, 1236, 1224, 2, 131567, 1]",1903409,,buchnera,erwiniaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
generalized anxiety disorder,faeces,384636,"[384636, 1649459, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1649459,Hungatella_xylanolytica,hungatella,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,42322,"[42322, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1730,Eubacterium_ruminantium,eubacterium,eubacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,469,"[469, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,acinetobacter,moraxellaceae,moraxellales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
generalized anxiety disorder,faeces,1506577,"[1506577, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,tyzzerella,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
generalized anxiety disorder,faeces,1649459,"[1649459, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,hungatella,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
generalized anxiety disorder,faeces,32008,"[32008, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,burkholderia,burkholderiaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,elevated
generalized anxiety disorder,faeces,625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,Shigella_sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
generalized anxiety disorder,faeces,29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,Bacteroides_sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
generalized anxiety disorder,faeces,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
generalized anxiety disorder,faeces,160674,"[160674, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",2890311,,raoultella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
generalized anxiety disorder,faeces,83770,"[83770, 83763, 135624, 1236, 1224, 2, 131567, 1]",83763,,succinivibrio,succinivibrionaceae,aeromonadales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
generalized anxiety disorder,faeces,52225,"[52225, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,mitsuokella,selenomonadaceae,selenomonadales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
generalized anxiety disorder,faeces,1573535,"[1573535, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,holdemanella,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
bipolar disorder,faeces,946234,"[946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,flavonifractor,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
bipolar disorder,faeces,946234,"[946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,flavonifractor,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
alzheimer's disease,faeces,976,"[976, 68336, 1783270, 2, 131567, 1]",68336,,,,,,Bacteroidota,fcb group,bacteria,reduced
alzheimer's disease,faeces,1224,"[1224, 2, 131567, 1]",2,,,,,,Pseudomonadota,,bacteria,elevated
alzheimer's disease,faeces,572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
alzheimer's disease,faeces,41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,Ruminococcus_sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
alzheimer's disease,faeces,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
alzheimer's disease,faeces,31979,"[31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
alzheimer's disease,faeces,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
alzheimer's disease,faeces,31977,"[31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",1843489,,,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
schizophrenia,faeces,41297,"[41297, 204457, 28211, 1224, 2, 131567, 1]",204457,,,sphingomonadaceae,sphingomonadales,alphaproteobacteria,Pseudomonadota,,bacteria,elevated
schizophrenia,faeces,84111,"[84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
schizophrenia,faeces,907,"[907, 906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",906,Megasphaera_elsdenii,megasphaera,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
schizophrenia,faeces,239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,Akkermansia_muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,elevated
schizophrenia,faeces,1680,"[1680, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,Bifidobacterium_adolescentis,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
schizophrenia,faeces,1502,"[1502, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1485,Clostridium_perfringens,clostridium,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
schizophrenia,faeces,1596,"[1596, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_gasseri,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
schizophrenia,faeces,506,"[506, 80840, 28216, 1224, 2, 131567, 1]",80840,,,alcaligenaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
schizophrenia,faeces,75787,"[75787, 206389, 28216, 1224, 2, 131567, 1]",206389,,,rhodocyclaceae,rhodocyclales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
schizophrenia,faeces,171550,"[171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,rikenellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
schizophrenia,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
smoking,saliva,29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,Actinomyces_sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
smoking,saliva,43675,"[43675, 32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",32207,Rothia_mucilaginosa,rothia,micrococcaceae,micrococcales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
smoking,saliva,28112,"[28112, 195950, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",195950,Tannerella_forsythia,tannerella,tannerellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
smoking,saliva,28135,"[28135, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,Segatella_oris,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
smoking,saliva,51123,"[51123, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,[eubacterium]_saphenum,,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
smoking,saliva,851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,Fusobacterium_nucleatum,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,elevated
smoking,saliva,29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,Bacteroides_sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
smoking,saliva,166,"[166, 2638727, 157, 2845253, 136, 203692, 203691, 2, 131567, 1]",2638727,Treponema_sp.,treponema,treponemataceae,spirochaetales,spirochaetia,Spirochaetota,,bacteria,elevated
smoking,saliva,1501332,"[1501332, 265975, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",265975,Oribacterium_asaccharolyticum,oribacterium,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
smoking,saliva,970,"[970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,selenomonas,selenomonadaceae,selenomonadales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
smoking,saliva,47671,"[47671, 47670, 119060, 80840, 28216, 1224, 2, 131567, 1]",47670,Lautropia_mirabilis,lautropia,burkholderiaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
smoking,saliva,482,"[482, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,neisseria,neisseriaceae,neisseriales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
smoking,saliva,29559,"[29559, 2895509, 2895623, 2790996, 544448, 1783272, 2, 131567, 1]",2895509,Metamycoplasma_hyosynoviae,metamycoplasma,metamycoplasmataceae,mycoplasmoidales,,Mycoplasmatota,terrabacteria group,bacteria,reduced
irritable bowel syndrome,faeces,102106,"[102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84107,,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
irritable bowel syndrome,faeces,29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,Bacteroides_sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
irritable bowel syndrome,faeces,209879,"[209879, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,allisonella,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
irritable bowel syndrome,faeces,1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,Lactobacillus_sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
irritable bowel syndrome,faeces,74426,"[74426, 102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",102106,Collinsella_aerofaciens,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
irritable bowel syndrome,faeces,33043,"[33043, 33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",33042,Coprococcus_eutactus,coprococcus,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
irritable bowel syndrome,faeces,69824,"[69824, 3025755, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",3025755,Thomasclavelia_cocleata,thomasclavelia,coprobacillaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
necrotizing enterocolitis,faeces,570,"[570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",2890311,,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
necrotizing enterocolitis,faeces,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
necrotizing enterocolitis,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
necrotizing enterocolitis,faeces,544,"[544, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
parkinson's disease,faeces,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
parkinson's disease,faeces,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
parkinson's disease,faeces,33958,"[33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
parkinson's disease,faeces,81852,"[81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
parkinson's disease,faeces,544,"[544, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
parkinson's disease,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
parkinson's disease,faeces,1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
parkinson's disease,faeces,570,"[570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",2890311,,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
parkinson's disease,faeces,590,"[590, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,salmonella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
parkinson's disease,faeces,625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,Shigella_sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
parkinson's disease,faeces,841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
primary liver cancer,faeces,815,"[815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
primary liver cancer,faeces,171552,"[171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
primary liver cancer,faeces,42895,"[42895, 2608935, 547, 543, 91347, 1236, 1224, 2, 131567, 1]",2608935,Enterobacter_sp.,enterobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
primary liver cancer,faeces,625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,Shigella_sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
primary liver cancer,faeces,1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
primary liver cancer,faeces,171551,"[171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,porphyromonadaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
primary liver cancer,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
chronic ocular graft-versus-host disease,conjunctival swab,1282,"[1282, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,Staphylococcus_epidermidis,staphylococcus,staphylococcaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
chronic ocular graft-versus-host disease,conjunctival swab,1747,"[1747, 1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",1912216,Cutibacterium_acnes,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
chronic ocular graft-versus-host disease,conjunctival swab,1282,"[1282, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,Staphylococcus_epidermidis,staphylococcus,staphylococcaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
chronic ocular graft-versus-host disease,conjunctival swab,1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
chronic ocular graft-versus-host disease,conjunctival swab,1747,"[1747, 1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",1912216,Cutibacterium_acnes,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
chronic ocular graft-versus-host disease,conjunctival swab,1280,"[1280, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,Staphylococcus_aureus,staphylococcus,staphylococcaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
chronic ocular graft-versus-host disease,conjunctival swab,550,"[550, 354276, 547, 543, 91347, 1236, 1224, 2, 131567, 1]",354276,Enterobacter_cloacae,enterobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
chronic ocular graft-versus-host disease,conjunctival swab,727,"[727, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,Haemophilus_influenzae,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
alzheimer's disease,faeces,561,"[561, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
alzheimer's disease,faeces,572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
alzheimer's disease,faeces,41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,Bifidobacterium_sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
alzheimer's disease,faeces,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
alzheimer's disease,faeces,1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,Lactobacillus_sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
