taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
116085,"[116085, 33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",33042,coprococcus catus,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] gnavus,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33024,"[33024, 909930, 1843488, 909932, 1239, 1783272, 2, 131567, 1]",909930,,phascolarctobacterium,acidaminococcaceae,acidaminococcales,negativicutes,bacillota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
116085,"[116085, 33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",33042,coprococcus catus,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] gnavus,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,akkermansia muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
501571,"[501571, 580596, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",580596,butyricicoccus pullicaecorum,butyricicoccus,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
36835,"[36835, 1506577, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1506577,[clostridium] colinum,tyzzerella,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
469,"[469, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,acinetobacter,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
48736,"[48736, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,ralstonia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
32207,"[32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",1268,,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
13687,"[13687, 41297, 204457, 28211, 1224, 2, 131567, 1]",41297,,sphingomonas,sphingomonadaceae,sphingomonadales,alphaproteobacteria,pseudomonadota,,bacteria
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
119852,"[119852, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,oscillospira,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
102106,"[102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84107,,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
2038,"[2038, 2805591, 85006, 1760, 201174, 1783272, 2, 131567, 1]",2805591,,tropheryma,tropherymataceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
109262,"[109262, 255526, 135613, 1236, 1224, 2, 131567, 1]",255526,,halothiobacillus,halothiobacillaceae,chromatiales,gammaproteobacteria,pseudomonadota,,bacteria
316625,"[316625, 1706371, 1706369, 1236, 1224, 2, 131567, 1]",1706371,,saccharophagus,cellvibrionaceae,cellvibrionales,gammaproteobacteria,pseudomonadota,,bacteria
528,"[528, 2826938, 118882, 356, 28211, 1224, 2, 131567, 1]",2826938,,ochrobactrum,brucellaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria
53572,"[53572, 191394, 191393, 68337, 200930, 2, 131567, 1]",191394,,deferribacter,deferribacteraceae,deferribacterales,deferribacteres,deferribacterota,,bacteria
56688,"[56688, 1644056, 1644055, 183963, 2290931, 28890, 2157, 131567, 1]",1644056,,halorubrum,haloferacaceae,haloferacales,halobacteria,euryarchaeota,stenosarchaea group,archaea
1163,"[1163, 1162, 1161, 3028117, 1117, 1798711, 1783272, 2, 131567, 1]",1162,,anabaena,nostocaceae,nostocales,cyanophyceae,cyanobacteriota,terrabacteria group,bacteria
35798,"[35798, 206379, 32003, 28216, 1224, 2, 131567, 1]",206379,,nitrosospira,nitrosomonadaceae,nitrosomonadales,betaproteobacteria,pseudomonadota,,bacteria
96,"[96, 90627, 32003, 28216, 1224, 2, 131567, 1]",90627,,gallionella,gallionellaceae,nitrosomonadales,betaproteobacteria,pseudomonadota,,bacteria
2173,"[2173, 2172, 2159, 2158, 183925, 2283794, 28890, 2157, 131567, 1]",2172,methanobrevibacter smithii,methanobrevibacter,methanobacteriaceae,methanobacteriales,methanobacteria,euryarchaeota,methanomada group,archaea
543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1506,"[1506, 2614128, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2614128,clostridium sp.,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
990719,"[990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,christensenellaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,desulfovibrio sp.,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria
56112,"[56112, 2937909, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2937909,,dehalobacter,desulfitobacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
86331,"[86331, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,mogibacterium,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1735,"[1735, 1573535, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",1573535,holdemanella biformis,holdemanella,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
40518,"[40518, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus bromii,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
207244,"[207244, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,anaerostipes,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
171550,"[171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
140625,"[140625, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnobacterium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39486,"[39486, 189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",189330,dorea formicigenerans,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
84107,"[84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84999,,,coriobacteriaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
574697,"[574697, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,butyricimonas,odoribacteraceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1328,"[1328, 671232, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",671232,streptococcus anginosus,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1378,"[1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",539738,,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
4932,"[4932, 4930, 4893, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",4930,saccharomyces cerevisiae,saccharomyces,saccharomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
5476,"[5476, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida albicans,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
76773,"[76773, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia globosa,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
76775,"[76775, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia restricta,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
76777,"[76777, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia sympodialis,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
76775,"[76775, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia restricta,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
76773,"[76773, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia globosa,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
5476,"[5476, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida albicans,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
5482,"[5482, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida tropicalis,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
117187,"[117187, 171627, 5506, 110618, 5125, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",171627,fusarium verticillioides,fusarium,nectriaceae,hypocreales,sordariomycetes,ascomycota,opisthokonta,eukaryota
29001,"[29001, 2499238, 5598, 28556, 715340, 92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",2499238,alternaria brassicicola,alternaria,pleosporaceae,pleosporales,dothideomycetes,ascomycota,opisthokonta,eukaryota
5207,"[5207, 1897064, 5206, 1884633, 5234, 155616, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",1897064,cryptococcus neoformans,cryptococcus,cryptococcaceae,tremellales,tremellomycetes,basidiomycota,opisthokonta,eukaryota
4932,"[4932, 4930, 4893, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",4930,saccharomyces cerevisiae,saccharomyces,saccharomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
27288,"[27288, 278028, 4893, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",278028,naumovozyma castellii,naumovozyma,saccharomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
4932,"[4932, 4930, 4893, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",4930,saccharomyces cerevisiae,saccharomyces,saccharomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
5057,"[5057, 2720872, 5052, 1131492, 5042, 451871, 147545, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",2720872,aspergillus clavatus,aspergillus,aspergillaceae,eurotiales,eurotiomycetes,ascomycota,opisthokonta,eukaryota
5207,"[5207, 1897064, 5206, 1884633, 5234, 155616, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",1897064,cryptococcus neoformans,cryptococcus,cryptococcaceae,tremellales,tremellomycetes,basidiomycota,opisthokonta,eukaryota
5476,"[5476, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida albicans,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,enterococcus sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
76892,"[76892, 204458, 28211, 1224, 2, 131567, 1]",204458,,,caulobacteraceae,caulobacterales,alphaproteobacteria,pseudomonadota,,bacteria
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
29330,"[29330, 186823, 1385, 91061, 1239, 1783272, 2, 131567, 1]",186823,,alicyclobacillus,alicyclobacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
13687,"[13687, 41297, 204457, 28211, 1224, 2, 131567, 1]",41297,,sphingomonas,sphingomonadaceae,sphingomonadales,alphaproteobacteria,pseudomonadota,,bacteria
286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria
32008,"[32008, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,burkholderia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
31977,"[31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",1843489,,,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
86331,"[86331, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,mogibacterium,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
140625,"[140625, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnobacterium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
437755,"[437755, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,moryella,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
712,"[712, 135625, 1236, 1224, 2, 131567, 1]",135625,,,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
84107,"[84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84999,,,coriobacteriaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
574697,"[574697, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,butyricimonas,odoribacteraceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
33024,"[33024, 909930, 1843488, 909932, 1239, 1783272, 2, 131567, 1]",909930,,phascolarctobacterium,acidaminococcaceae,acidaminococcales,negativicutes,bacillota,terrabacteria group,bacteria
131079,"[131079, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,limnobacter,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
577309,"[577309, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,paraprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1763,"[1763, 1762, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1762,,mycobacterium,mycobacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
51514,"[51514, 186807, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186807,,dehalobacterium,peptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
171550,"[171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
119852,"[119852, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,oscillospira,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
397864,"[397864, 2005519, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2005519,,barnesiella,barnesiellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
570,"[570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",2890311,,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
5478,"[5478, 374468, 4893, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",374468,nakaseomyces glabratus,nakaseomyces,saccharomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
165808,"[165808, 90883, 155616, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",90883,,,cystofilobasidiaceae,cystofilobasidiales,tremellomycetes,basidiomycota,opisthokonta,eukaryota
76773,"[76773, 55193, 742845, 162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",55193,malassezia globosa,malassezia,malasseziaceae,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
165440,"[165440, 1884640, 5234, 155616, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",1884640,,dioszegia,bulleribasidiaceae,tremellales,tremellomycetes,basidiomycota,opisthokonta,eukaryota
5021,"[5021, 34374, 715340, 92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",34374,,leptosphaeria,leptosphaeriaceae,pleosporales,dothideomycetes,ascomycota,opisthokonta,eukaryota
92860,"[92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",451868,,,,pleosporales,dothideomycetes,ascomycota,opisthokonta,eukaryota
5552,"[5552, 1759442, 1851469, 155616, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",1759442,,trichosporon,trichosporonaceae,trichosporonales,tremellomycetes,basidiomycota,opisthokonta,eukaryota
86085,"[86085, 80649, 2982305, 5338, 452333, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",80649,,gymnopilus,hymenogastraceae,agaricales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
443882,"[443882, 71729, 184208, 2982305, 5338, 452333, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",71729,psathyrella artemisiae,psathyrella,psathyrellaceae,agaricales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
34450,"[34450, 2982305, 5338, 452333, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",2982305,,,cortinariaceae,agaricales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
86085,"[86085, 80649, 2982305, 5338, 452333, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",80649,,gymnopilus,hymenogastraceae,agaricales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
139379,"[139379, 40424, 139380, 355688, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",40424,,hymenochaete,hymenochaetaceae,hymenochaetales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
38447,"[38447, 28983, 5178, 147548, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",28983,,monilinia,sclerotiniaceae,helotiales,leotiomycetes,ascomycota,opisthokonta,eukaryota
28211,"[28211, 1224, 2, 131567, 1]",1224,,,,,alphaproteobacteria,pseudomonadota,,bacteria
2129,"[2129, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2092,,ureaplasma,mycoplasmataceae,mycoplasmatales,mollicutes,mycoplasmatota,terrabacteria group,bacteria
2108,"[2108, 2683645, 2093, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2683645,mycoplasma sp.,mycoplasma,mycoplasmataceae,mycoplasmatales,mollicutes,mycoplasmatota,terrabacteria group,bacteria
33958,"[33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
31989,"[31989, 204455, 28211, 1224, 2, 131567, 1]",204455,,,paracoccaceae,rhodobacterales,alphaproteobacteria,pseudomonadota,,bacteria
2735,"[2735, 203557, 48461, 203494, 74201, 1783257, 2, 131567, 1]",203557,,verrucomicrobium,verrucomicrobiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
31957,"[31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",85009,,,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
162474,"[162474, 1538075, 452284, 5204, 451864, 4751, 33154, 2759, 131567, 1]",1538075,,,,malasseziales,malasseziomycetes,basidiomycota,opisthokonta,eukaryota
186807,"[186807, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
186828,"[186828, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,carnobacteriaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
42302,"[42302, 5139, 222544, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5139,,,lasiosphaeriaceae,sordariales,sordariomycetes,ascomycota,opisthokonta,eukaryota
56488,"[56488, 56487, 355688, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",56487,,,thelephoraceae,thelephorales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
47743,"[47743, 5178, 147548, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5178,,,hyaloscyphaceae,helotiales,leotiomycetes,ascomycota,opisthokonta,eukaryota
37466,"[37466, 227327, 68889, 452333, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",227327,,,sclerodermataceae,boletales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
110846,"[110846, 5185, 147549, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5185,,,pyronemataceae,pezizales,pezizomycetes,ascomycota,opisthokonta,eukaryota
194924,"[194924, 213115, 3031449, 200940, 2, 131567, 1]",213115,,,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria
221678,"[221678, 1255046, 92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",1255046,,,didymosphaeriaceae,pleosporales,dothideomycetes,ascomycota,opisthokonta,eukaryota
649777,"[649777, 649776, 649775, 508458, 2, 131567, 1]",649776,,,synergistaceae,synergistales,synergistia,synergistota,,bacteria
292493,"[292493, 5178, 147548, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5178,,,vibrisseaceae,helotiales,leotiomycetes,ascomycota,opisthokonta,eukaryota
654128,"[654128, 2982316, 5338, 452333, 155619, 5302, 5204, 451864, 4751, 33154, 2759, 131567, 1]",2982316,,,marasmiaceae,agaricales,agaricomycetes,basidiomycota,opisthokonta,eukaryota
